0	0	A	1	Uh , do you have a pet Randy ?	UH , VBP PRP VB DT NN NNP .
0	1	B	2	Uh , yeah , currently we have a poodle .	UH , UH , RB PRP VBP DT NN .
0	2	A	3	A poodle , miniature or , uh , full size ?	DT NN , JJ CC , UH , JJ NN .
0	3	B	4	Yeah , uh , it 's , uh miniature .	UH , UH , PRP BES , UH JJ .
0	4	A	5	Uh-huh .	UH .
0	5	B	6	Yeah .	UH .
0	6	A	7	I read somewhere that , the poodles is one of the , the most intelligent dogs , uh , around .	PRP VBD RB IN , DT NNS VBZ CD IN DT , DT RBS JJ NNS , UH , RB .
0	7	B	8	Well , um , I would n't , uh , I definitely would n't dispute that , it , it 's actually my wife 's dog , uh , I , I became part owner six months ago when we got married , but , uh , it , uh , definitely responds to , uh , to authority and , I 've had dogs in the past and , uh , it seems , it seems to , uh , respond real well , it , it she 's , she 's picked up a lot of things , uh , just , just by , uh , teaching by force , I guess is what I 'd like to say .	UH , UH , PRP MD RB , UH , PRP RB MD RB VB IN , PRP , PRP BES RB PRP$ NN POS NN , UH , PRP , PRP VBD NN NN CD NNS RB WRB PRP VBD VBN , CC , UH , PRP , UH , RB VBZ IN , UH , IN NN CC , PRP VBP VBN NNS IN DT JJ CC , UH , PRP VBZ , PRP VBZ TO , UH , VB RB RB , PRP , PRP PRP HVS , PRP HVS VBN RP DT NN IN NNS , UH , RB , RB IN , UH , VBG IN NN , PRP VBP VBZ WP PRP MD VB TO VB .
0	8	A	9	Oh , uh-huh . So , you , you 've only known the dog , wh- , how long did you say .	UH , UH . RB , PRP , PRP VBP RB VBN DT NN , XX , WRB JJ VBD PRP VB .
0	9	B	10	Well , about a year I guess .	UH , RB DT NN PRP VBP .
0	10	A	11	Oh , well , uh , is it , uh , uh , how old is the dog ?	UH , UH , UH , VBZ PRP , UH , UH , WRB JJ VBZ DT NN .
0	11	B	12	It just turned two , I believe .	PRP RB VBD CD , PRP VBP .
0	12	A	13	Oh , it 's still just a pup .	UH , PRP BES RB RB DT NN .
0	13	B	14	Pretty much , yeah , yeah .	RB JJ , UH , UH .
0	14	A	15	Yeah , I have a , uh , well a mutt , myself . I call it a , uh , uh , Chowperd .	UH , PRP VBP DT , UH , UH DT NN , PRP . PRP VBP PRP DT , UH , UH , NNP .
0	15	B	16	Okay .	UH .
0	16	A	17	It 's , uh , part Chow and part Shepherd and it , as I understand it , uh , both sides of the , were thoroughbreds . So , she 's a genuine Chowperd .	PRP BES , UH , NN NNP CC NN NNP CC PRP , IN PRP VBP PRP , UH , DT NNS IN DT , VBD NNS . RB , PRP BES DT JJ NNP .
0	17	B	18	Oh , that sounds interesting .	UH , DT VBZ JJ .
0	18	A	19	She has the , the color and the black to- , tongue of a Chow , but , uh , she has the shap- , the shape of the , uh , uh , Shepherd .	PRP VBZ DT , DT NN CC DT JJ NN , NN IN DT NNP , CC , UH , PRP VBZ DT NN , DT NN IN DT , UH , UH , NNP .
0	19	B	20	Oh , that 's , that 's neat . How , about how big then ?	UH , DT BES , DT BES JJ . WRB , RB WRB JJ RB .
0	20	A	21	Oh , she weighs in at about fifty pounds , so she 's a medium size .	UH , PRP VBZ RP IN RB CD NNS , RB PRP BES DT JJ NN .
0	21	B	22	Yeah , yeah .	UH , UH .
0	22	A	23	But she 's big enough to be intimidating ,	CC PRP BES JJ RB TO VB JJ ,
0	23	B	24	Most definitely .	JJS RB .
0	24	A	25	it is a fi , fixed female , by the way ,	PRP VBZ DT VBN , VBN NN , IN DT NN ,
0	25	B	26	Yeah .	UH .
0	26	A	27	and right from day one , she was teaching me .	CC RB IN NN CD , PRP VBD VBG PRP .
0	27	B	28	Oh , I would n't doubt it , yeah .	UH , PRP MD RB VB PRP , UH .
0	28	A	29	She 's the most intelligent dog I 've ever seen . Course , I 'm a little prejudiced , of course .	PRP BES DT RBS JJ NN PRP VBP RB VBN . NN , PRP VBP DT RB JJ , IN NN .
0	29	B	30	Well that 's understandable , yeah , it 's , uh ,	UH DT BES JJ , UH , PRP BES , UH ,
0	30	A	31	You know , the first time I brought her home , she was only , uh , was it six weeks old . And I spread the newspapers out in the kitchen area .	PRP VBP , DT JJ NN PRP VBD PRP$ NN , PRP VBD RB , UH , VBD PRP CD NNS JJ . CC PRP VBD DT NNS RP IN DT NN NN .
0	31	B	32	Uh-huh .	UH .
0	32	A	33	But , uh , next morning , she let me know in no uncertain terms that she wanted to use the bathroom .	CC , UH , JJ NN , PRP VBD PRP VB IN DT JJ NNS IN PRP VBD TO VB DT NN .
0	33	B	34	Okay .	UH .
0	34	A	35	So , on next night , I spread the newspaper in the bathroom and she used them there .	RB , IN JJ NN , PRP VBD DT NN IN DT NN CC PRP VBD PRP RB .
0	35	B	36	Oh .	UH .
0	36	A	37	But it was n't too long until she , uh , found out she could wait until I let her out in the morning .	CC PRP VBD RB RB JJ IN PRP , UH , VBD RP PRP MD VB IN PRP VBP PRP RB IN DT NN .
0	37	B	38	Yeah .	UH .
0	38	A	39	And since then , I , I live alone ,	CC IN RB , PRP , PRP VBP RB ,
0	39	B	40	Okay .	UH .
